Trial,Subject,Condition,Partner,ChoiceType,ChoiceRT,Outcome,PartnerChoice,PreviousPlayerChoice,PreviousPartnerCHoice,Previous Outcome,First Partner within Session,SessionOrder1,SessionOrder2
9,121,SR,PRO,1,66,1,0,1,0,1,ANTI,2,SD
10,121,SR,PRO,0,328,4,1,1,0,1,ANTI,2,SD
11,121,SR,PRO,0,341,3,0,0,1,4,ANTI,2,SD
12,121,SR,PRO,1,464,1,0,0,0,3,ANTI,2,SD
13,121,SR,PRO,1,257,2,1,1,0,1,ANTI,2,SD
14,121,SR,PRO,1,217,1,0,1,1,2,ANTI,2,SD
15,121,SR,PRO,1,310,1,0,1,0,1,ANTI,2,SD
16,121,SR,PRO,1,297,2,1,1,0,1,ANTI,2,SD
1,121,SR,ANTI,0,2429,4,1,NaN,NaN,NaN,ANTI,2,SD
2,121,SR,ANTI,0,1406,3,0,0,1,4,ANTI,2,SD
3,121,SR,ANTI,1,758,1,0,0,0,3,ANTI,2,SD
4,121,SR,ANTI,1,272,1,0,1,0,1,ANTI,2,SD
5,121,SR,ANTI,1,235,2,1,1,0,1,ANTI,2,SD
6,121,SR,ANTI,1,270,1,0,1,1,2,ANTI,2,SD
7,121,SR,ANTI,1,252,2,1,1,0,1,ANTI,2,SD
8,121,SR,ANTI,1,261,2,1,1,1,2,ANTI,2,SD
9,121,SR,ANTI,0,215,3,0,1,1,2,ANTI,2,SD
10,121,SR,ANTI,1,233,1,0,0,0,3,ANTI,2,SD
11,121,SR,ANTI,0,204,4,1,1,0,1,ANTI,2,SD
12,121,SR,ANTI,1,220,1,0,0,1,4,ANTI,2,SD
13,121,SR,ANTI,1,316,2,1,1,0,1,ANTI,2,SD
14,121,SR,ANTI,1,275,1,0,1,1,2,ANTI,2,SD
15,121,SR,ANTI,1,298,2,1,1,0,1,ANTI,2,SD
16,121,SR,ANTI,1,264,2,1,1,1,2,ANTI,2,SD
1,121,SD,PRO,0,2020,3,0,NaN,NaN,NaN,PRO,2,SD
2,121,SD,PRO,1,2177,1,0,0,0,3,PRO,2,SD
3,121,SD,PRO,1,950,2,1,1,0,1,PRO,2,SD
4,121,SD,PRO,0,287,4,1,1,1,2,PRO,2,SD
5,121,SD,PRO,0,296,3,0,0,1,4,PRO,2,SD
6,121,SD,PRO,0,426,3,0,0,0,3,PRO,2,SD
7,121,SD,PRO,0,218,3,0,0,0,3,PRO,2,SD
8,121,SD,PRO,1,251,1,0,0,0,3,PRO,2,SD
9,121,SD,PRO,1,367,1,0,1,0,1,PRO,2,SD
10,121,SD,PRO,1,291,2,1,1,0,1,PRO,2,SD
11,121,SD,PRO,1,213,2,1,1,1,2,PRO,2,SD
12,121,SD,PRO,0,104,4,1,1,1,2,PRO,2,SD
13,121,SD,PRO,1,294,1,0,0,1,4,PRO,2,SD
14,121,SD,PRO,0,484,3,0,1,0,1,PRO,2,SD
15,121,SD,PRO,1,391,1,0,0,0,3,PRO,2,SD
16,121,SD,PRO,0,1187,3,0,1,0,1,PRO,2,SD
1,121,SD,ANTI,1,1076,2,1,NaN,NaN,NaN,PRO,2,SD
2,121,SD,ANTI,1,373,1,0,1,1,2,PRO,2,SD
3,121,SD,ANTI,1,500,2,1,1,0,1,PRO,2,SD
4,121,SD,ANTI,0,480,4,1,1,1,2,PRO,2,SD
5,121,SD,ANTI,0,1392,3,0,0,1,4,PRO,2,SD
6,121,SD,ANTI,0,1383,3,0,0,0,3,PRO,2,SD
7,121,SD,ANTI,1,3839,1,0,0,0,3,PRO,2,SD
8,121,SD,ANTI,1,4015,2,1,1,0,1,PRO,2,SD
9,121,SD,ANTI,1,4255,1,0,1,1,2,PRO,2,SD
10,121,SD,ANTI,1,4236,2,1,1,0,1,PRO,2,SD
11,121,SD,ANTI,0,818,4,1,1,1,2,PRO,2,SD
12,121,SD,ANTI,1,1455,1,0,0,1,4,PRO,2,SD
13,121,SD,ANTI,1,4710,2,1,1,0,1,PRO,2,SD
14,121,SD,ANTI,1,4545,1,0,1,1,2,PRO,2,SD
15,121,SD,ANTI,1,4523,2,1,1,0,1,PRO,2,SD
16,121,SD,ANTI,1,4610,1,0,1,1,2,PRO,2,SD
1,122,SR,PRO,0,3260,3,0,NaN,NaN,NaN,PRO,2,SD
2,122,SR,PRO,0,2250,3,0,0,0,3,PRO,2,SD
3,122,SR,PRO,0,1540,3,0,0,0,3,PRO,2,SD
4,122,SR,PRO,0,2131,3,0,0,0,3,PRO,2,SD
5,122,SR,PRO,0,2467,3,0,0,0,3,PRO,2,SD
6,122,SR,PRO,0,1846,3,0,0,0,3,PRO,2,SD
7,122,SR,PRO,0,2045,3,0,0,0,3,PRO,2,SD
8,122,SR,PRO,0,2949,3,0,0,0,3,PRO,2,SD
9,122,SR,PRO,0,1769,3,0,0,0,3,PRO,2,SD
10,122,SR,PRO,0,2185,3,0,0,0,3,PRO,2,SD
11,122,SR,PRO,0,1563,3,0,0,0,3,PRO,2,SD
12,122,SR,PRO,0,5748,3,0,0,0,3,PRO,2,SD
13,122,SR,PRO,0,2322,3,0,0,0,3,PRO,2,SD
14,122,SR,PRO,0,2621,3,0,0,0,3,PRO,2,SD
15,122,SR,PRO,0,1348,3,0,0,0,3,PRO,2,SD
16,122,SR,PRO,0,1195,3,0,0,0,3,PRO,2,SD
1,122,SR,ANTI,0,1865,4,1,NaN,NaN,NaN,PRO,2,SD
2,122,SR,ANTI,0,2575,4,1,0,1,4,PRO,2,SD
3,122,SR,ANTI,1,1996,1,0,0,1,4,PRO,2,SD
4,122,SR,ANTI,1,959,2,1,1,0,1,PRO,2,SD
5,122,SR,ANTI,0,1586,4,1,1,1,2,PRO,2,SD
6,122,SR,ANTI,1,756,1,0,0,1,4,PRO,2,SD
7,122,SR,ANTI,1,1347,2,1,1,0,1,PRO,2,SD
8,122,SR,ANTI,1,1512,2,1,1,1,2,PRO,2,SD
9,122,SR,ANTI,1,1189,2,1,1,1,2,PRO,2,SD
10,122,SR,ANTI,0,1239,3,0,1,1,2,PRO,2,SD
11,122,SR,ANTI,0,1764,3,0,0,0,3,PRO,2,SD
12,122,SR,ANTI,0,1673,3,0,0,0,3,PRO,2,SD
13,122,SR,ANTI,0,1900,3,0,0,0,3,PRO,2,SD
14,122,SR,ANTI,0,3834,3,0,0,0,3,PRO,2,SD
15,122,SR,ANTI,0,1216,3,0,0,0,3,PRO,2,SD
16,122,SR,ANTI,0,1252,3,0,0,0,3,PRO,2,SD
1,122,SD,PRO,0,2223,3,0,NaN,NaN,NaN,ANTI,2,SD
2,122,SD,PRO,0,1831,3,0,0,0,3,ANTI,2,SD
3,122,SD,PRO,0,2703,3,0,0,0,3,ANTI,2,SD
4,122,SD,PRO,0,1812,3,0,0,0,3,ANTI,2,SD
5,122,SD,PRO,0,1791,3,0,0,0,3,ANTI,2,SD
6,122,SD,PRO,0,1760,3,0,0,0,3,ANTI,2,SD
7,122,SD,PRO,0,1261,3,0,0,0,3,ANTI,2,SD
8,122,SD,PRO,0,3159,3,0,0,0,3,ANTI,2,SD
9,122,SD,PRO,0,1590,3,0,0,0,3,ANTI,2,SD
10,122,SD,PRO,0,1717,3,0,0,0,3,ANTI,2,SD
11,122,SD,PRO,0,2073,3,0,0,0,3,ANTI,2,SD
12,122,SD,PRO,0,1997,3,0,0,0,3,ANTI,2,SD
13,122,SD,PRO,0,2729,3,0,0,0,3,ANTI,2,SD
14,122,SD,PRO,0,2741,3,0,0,0,3,ANTI,2,SD
15,122,SD,PRO,0,1111,3,0,0,0,3,ANTI,2,SD
16,122,SD,PRO,0,2257,3,0,0,0,3,ANTI,2,SD
1,122,SD,ANTI,1,4107,4,1,NaN,NaN,NaN,ANTI,2,SD
2,122,SD,ANTI,1,3188,4,1,1,1,4,ANTI,2,SD
3,122,SD,ANTI,0,1914,1,0,1,1,4,ANTI,2,SD
4,122,SD,ANTI,0,2430,1,0,0,0,1,ANTI,2,SD
5,122,SD,ANTI,0,1827,2,1,0,0,1,ANTI,2,SD
6,122,SD,ANTI,1,1760,4,1,0,1,2,ANTI,2,SD
7,122,SD,ANTI,1,1883,3,0,1,1,4,ANTI,2,SD
8,122,SD,ANTI,1,1469,3,0,1,0,3,ANTI,2,SD
9,122,SD,ANTI,1,2256,3,0,1,0,3,ANTI,2,SD
10,122,SD,ANTI,1,2019,3,0,1,0,3,ANTI,2,SD
11,122,SD,ANTI,1,1980,3,0,1,0,3,ANTI,2,SD
12,122,SD,ANTI,1,3038,3,0,1,0,3,ANTI,2,SD
13,122,SD,ANTI,1,2618,3,0,1,0,3,ANTI,2,SD
14,122,SD,ANTI,1,2279,3,0,1,0,3,ANTI,2,SD
15,122,SD,ANTI,1,1838,3,0,1,0,3,ANTI,2,SD
16,122,SD,ANTI,1,2452,3,0,1,0,3,ANTI,2,SD
1,123,SR,PRO,0,1125,3,0,NaN,NaN,NaN,PRO,1,SR
2,123,SR,PRO,0,2567,3,0,0,0,3,PRO,1,SR
3,123,SR,PRO,0,706,3,0,0,0,3,PRO,1,SR
4,123,SR,PRO,0,738,3,0,0,0,3,PRO,1,SR
5,123,SR,PRO,0,973,3,0,0,0,3,PRO,1,SR
6,123,SR,PRO,0,828,3,0,0,0,3,PRO,1,SR
7,123,SR,PRO,0,658,3,0,0,0,3,PRO,1,SR
8,123,SR,PRO,0,750,3,0,0,0,3,PRO,1,SR
9,123,SR,PRO,0,717,3,0,0,0,3,PRO,1,SR
10,123,SR,PRO,0,851,3,0,0,0,3,PRO,1,SR
11,123,SR,PRO,0,979,3,0,0,0,3,PRO,1,SR
12,123,SR,PRO,0,624,3,0,0,0,3,PRO,1,SR
13,123,SR,PRO,0,663,3,0,0,0,3,PRO,1,SR
14,123,SR,PRO,0,835,3,0,0,0,3,PRO,1,SR
15,123,SR,PRO,0,645,3,0,0,0,3,PRO,1,SR
16,123,SR,PRO,0,626,3,0,0,0,3,PRO,1,SR
1,123,SR,ANTI,0,1327,4,1,NaN,NaN,NaN,PRO,1,SR
2,123,SR,ANTI,1,591,2,1,0,1,4,PRO,1,SR
3,123,SR,ANTI,1,1433,1,0,1,1,2,PRO,1,SR
4,123,SR,ANTI,1,906,1,0,1,0,1,PRO,1,SR
5,123,SR,ANTI,1,914,2,1,1,0,1,PRO,1,SR
6,123,SR,ANTI,1,901,1,0,1,1,2,PRO,1,SR
7,123,SR,ANTI,1,558,2,1,1,0,1,PRO,1,SR
8,123,SR,ANTI,1,581,1,0,1,1,2,PRO,1,SR
9,123,SR,ANTI,1,604,2,1,1,0,1,PRO,1,SR
10,123,SR,ANTI,1,1325,2,1,1,1,2,PRO,1,SR
11,123,SR,ANTI,1,1378,2,1,1,1,2,PRO,1,SR
12,123,SR,ANTI,1,909,2,1,1,1,2,PRO,1,SR
13,123,SR,ANTI,1,877,2,1,1,1,2,PRO,1,SR
14,123,SR,ANTI,1,801,1,0,1,1,2,PRO,1,SR
15,123,SR,ANTI,0,1952,3,0,1,0,1,PRO,1,SR
16,123,SR,ANTI,0,852,3,0,0,0,3,PRO,1,SR
1,123,SD,PRO,0,1155,3,0,NaN,NaN,NaN,ANTI,1,SR
2,123,SD,PRO,0,756,3,0,0,0,3,ANTI,1,SR
3,123,SD,PRO,0,795,3,0,0,0,3,ANTI,1,SR
4,123,SD,PRO,0,575,3,0,0,0,3,ANTI,1,SR
5,123,SD,PRO,0,703,3,0,0,0,3,ANTI,1,SR
6,123,SD,PRO,0,706,3,0,0,0,3,ANTI,1,SR
7,123,SD,PRO,0,674,3,0,0,0,3,ANTI,1,SR
8,123,SD,PRO,0,807,3,0,0,0,3,ANTI,1,SR
9,123,SD,PRO,0,829,3,0,0,0,3,ANTI,1,SR
10,123,SD,PRO,0,742,3,0,0,0,3,ANTI,1,SR
11,123,SD,PRO,0,794,3,0,0,0,3,ANTI,1,SR
12,123,SD,PRO,0,1189,3,0,0,0,3,ANTI,1,SR
13,123,SD,PRO,0,936,3,0,0,0,3,ANTI,1,SR
14,123,SD,PRO,1,853,1,0,0,0,3,ANTI,1,SR
15,123,SD,PRO,1,693,1,0,1,0,1,ANTI,1,SR
16,123,SD,PRO,1,816,2,1,1,0,1,ANTI,1,SR
1,123,SD,ANTI,0,1638,4,1,NaN,NaN,NaN,ANTI,1,SR
2,123,SD,ANTI,0,938,4,1,0,1,4,ANTI,1,SR
3,123,SD,ANTI,1,640,1,0,0,1,4,ANTI,1,SR
4,123,SD,ANTI,0,1664,4,1,1,0,1,ANTI,1,SR
5,123,SD,ANTI,1,769,1,0,0,1,4,ANTI,1,SR
6,123,SD,ANTI,1,460,1,0,1,0,1,ANTI,1,SR
7,123,SD,ANTI,1,949,2,1,1,0,1,ANTI,1,SR
8,123,SD,ANTI,1,566,2,1,1,1,2,ANTI,1,SR
9,123,SD,ANTI,1,767,1,0,1,1,2,ANTI,1,SR
10,123,SD,ANTI,1,787,1,0,1,0,1,ANTI,1,SR
11,123,SD,ANTI,1,818,2,1,1,0,1,ANTI,1,SR
12,123,SD,ANTI,1,632,2,1,1,1,2,ANTI,1,SR
13,123,SD,ANTI,1,875,2,1,1,1,2,ANTI,1,SR
14,123,SD,ANTI,1,2718,1,0,1,1,2,ANTI,1,SR
15,123,SD,ANTI,1,620,1,0,1,0,1,ANTI,1,SR
16,123,SD,ANTI,1,615,2,1,1,0,1,ANTI,1,SR
1,124,SR,PRO,1,5350,1,0,NaN,NaN,NaN,PRO,2,SD
2,124,SR,PRO,0,3111,3,0,1,0,1,PRO,2,SD
3,124,SR,PRO,0,857,3,0,0,0,3,PRO,2,SD
4,124,SR,PRO,0,498,3,0,0,0,3,PRO,2,SD
5,124,SR,PRO,0,227,3,0,0,0,3,PRO,2,SD
6,124,SR,PRO,0,496,3,0,0,0,3,PRO,2,SD
7,124,SR,PRO,0,728,3,0,0,0,3,PRO,2,SD
8,124,SR,PRO,0,921,3,0,0,0,3,PRO,2,SD
9,124,SR,PRO,0,907,3,0,0,0,3,PRO,2,SD
10,124,SR,PRO,0,528,3,0,0,0,3,PRO,2,SD
11,124,SR,PRO,0,630,3,0,0,0,3,PRO,2,SD
12,124,SR,PRO,0,349,3,0,0,0,3,PRO,2,SD
13,124,SR,PRO,0,899,3,0,0,0,3,PRO,2,SD
14,124,SR,PRO,0,720,3,0,0,0,3,PRO,2,SD
15,124,SR,PRO,0,1085,3,0,0,0,3,PRO,2,SD
16,124,SR,PRO,1,1621,1,0,0,0,3,PRO,2,SD
1,124,SR,ANTI,0,1453,4,1,NaN,NaN,NaN,PRO,2,SD
2,124,SR,ANTI,0,527,3,0,0,1,4,PRO,2,SD
3,124,SR,ANTI,0,372,3,0,0,0,3,PRO,2,SD
4,124,SR,ANTI,0,349,3,0,0,0,3,PRO,2,SD
5,124,SR,ANTI,0,200,3,0,0,0,3,PRO,2,SD
6,124,SR,ANTI,0,288,3,0,0,0,3,PRO,2,SD
7,124,SR,ANTI,0,557,3,0,0,0,3,PRO,2,SD
8,124,SR,ANTI,0,426,3,0,0,0,3,PRO,2,SD
9,124,SR,ANTI,0,543,3,0,0,0,3,PRO,2,SD
10,124,SR,ANTI,0,706,3,0,0,0,3,PRO,2,SD
11,124,SR,ANTI,0,341,3,0,0,0,3,PRO,2,SD
12,124,SR,ANTI,0,375,3,0,0,0,3,PRO,2,SD
13,124,SR,ANTI,0,413,3,0,0,0,3,PRO,2,SD
14,124,SR,ANTI,0,556,3,0,0,0,3,PRO,2,SD
15,124,SR,ANTI,0,598,3,0,0,0,3,PRO,2,SD
16,124,SR,ANTI,0,185,3,0,0,0,3,PRO,2,SD
1,124,SD,PRO,1,4067,1,0,NaN,NaN,NaN,ANTI,2,SD
2,124,SD,PRO,0,381,3,0,1,0,1,ANTI,2,SD
3,124,SD,PRO,0,572,3,0,0,0,3,ANTI,2,SD
4,124,SD,PRO,0,260,3,0,0,0,3,ANTI,2,SD
5,124,SD,PRO,0,535,3,0,0,0,3,ANTI,2,SD
6,124,SD,PRO,0,475,3,0,0,0,3,ANTI,2,SD
7,124,SD,PRO,0,853,3,0,0,0,3,ANTI,2,SD
8,124,SD,PRO,0,314,3,0,0,0,3,ANTI,2,SD
9,124,SD,PRO,0,350,3,0,0,0,3,ANTI,2,SD
10,124,SD,PRO,0,1565,3,0,0,0,3,ANTI,2,SD
11,124,SD,PRO,0,630,3,0,0,0,3,ANTI,2,SD
12,124,SD,PRO,0,1169,3,0,0,0,3,ANTI,2,SD
13,124,SD,PRO,0,438,3,0,0,0,3,ANTI,2,SD
14,124,SD,PRO,0,322,3,0,0,0,3,ANTI,2,SD
15,124,SD,PRO,0,558,3,0,0,0,3,ANTI,2,SD
16,124,SD,PRO,0,284,3,0,0,0,3,ANTI,2,SD
1,124,SD,ANTI,1,5079,2,1,NaN,NaN,NaN,ANTI,2,SD
2,124,SD,ANTI,0,3895,4,1,1,1,2,ANTI,2,SD
3,124,SD,ANTI,1,1443,1,0,0,1,4,ANTI,2,SD
4,124,SD,ANTI,1,2025,2,1,1,0,1,ANTI,2,SD
5,124,SD,ANTI,0,2312,4,1,1,1,2,ANTI,2,SD
6,124,SD,ANTI,1,453,1,0,0,1,4,ANTI,2,SD
7,124,SD,ANTI,1,883,2,1,1,0,1,ANTI,2,SD
8,124,SD,ANTI,0,998,4,1,1,1,2,ANTI,2,SD
9,124,SD,ANTI,1,400,1,0,0,1,4,ANTI,2,SD
10,124,SD,ANTI,1,250,2,1,1,0,1,ANTI,2,SD
11,124,SD,ANTI,0,249,4,1,1,1,2,ANTI,2,SD
12,124,SD,ANTI,1,394,1,0,0,1,4,ANTI,2,SD
13,124,SD,ANTI,1,270,1,0,1,0,1,ANTI,2,SD
14,124,SD,ANTI,1,3021,2,1,1,0,1,ANTI,2,SD
15,124,SD,ANTI,1,422,2,1,1,1,2,ANTI,2,SD
16,124,SD,ANTI,1,554,2,1,1,1,2,ANTI,2,SD
1,125,SR,PRO,0,1225,3,0,NaN,NaN,NaN,PRO,1,SR
2,125,SR,PRO,0,630,3,0,0,0,3,PRO,1,SR
3,125,SR,PRO,0,368,3,0,0,0,3,PRO,1,SR
4,125,SR,PRO,0,813,3,0,0,0,3,PRO,1,SR
5,125,SR,PRO,0,633,3,0,0,0,3,PRO,1,SR
6,125,SR,PRO,0,241,3,0,0,0,3,PRO,1,SR
7,125,SR,PRO,0,801,3,0,0,0,3,PRO,1,SR
8,125,SR,PRO,0,670,3,0,0,0,3,PRO,1,SR
9,125,SR,PRO,0,456,3,0,0,0,3,PRO,1,SR
10,125,SR,PRO,0,488,3,0,0,0,3,PRO,1,SR
11,125,SR,PRO,0,388,3,0,0,0,3,PRO,1,SR
12,125,SR,PRO,0,702,3,0,0,0,3,PRO,1,SR
13,125,SR,PRO,0,897,3,0,0,0,3,PRO,1,SR
14,125,SR,PRO,0,381,3,0,0,0,3,PRO,1,SR
15,125,SR,PRO,0,401,3,0,0,0,3,PRO,1,SR
16,125,SR,PRO,0,471,3,0,0,0,3,PRO,1,SR
1,125,SR,ANTI,0,642,4,1,NaN,NaN,NaN,PRO,1,SR
2,125,SR,ANTI,0,1295,3,0,0,1,4,PRO,1,SR
3,125,SR,ANTI,0,1589,3,0,0,0,3,PRO,1,SR
4,125,SR,ANTI,0,1390,3,0,0,0,3,PRO,1,SR
5,125,SR,ANTI,0,1161,3,0,0,0,3,PRO,1,SR
6,125,SR,ANTI,0,282,3,0,0,0,3,PRO,1,SR
7,125,SR,ANTI,0,1068,3,0,0,0,3,PRO,1,SR
8,125,SR,ANTI,0,934,3,0,0,0,3,PRO,1,SR
9,125,SR,ANTI,0,1019,3,0,0,0,3,PRO,1,SR
10,125,SR,ANTI,0,924,3,0,0,0,3,PRO,1,SR
11,125,SR,ANTI,0,321,3,0,0,0,3,PRO,1,SR
12,125,SR,ANTI,0,740,3,0,0,0,3,PRO,1,SR
13,125,SR,ANTI,0,491,3,0,0,0,3,PRO,1,SR
14,125,SR,ANTI,0,541,3,0,0,0,3,PRO,1,SR
15,125,SR,ANTI,0,880,3,0,0,0,3,PRO,1,SR
16,125,SR,ANTI,0,461,3,0,0,0,3,PRO,1,SR
1,125,SD,PRO,0,1358,3,0,NaN,NaN,NaN,ANTI,1,SR
2,125,SD,PRO,0,683,3,0,0,0,3,ANTI,1,SR
3,125,SD,PRO,0,457,3,0,0,0,3,ANTI,1,SR
4,125,SD,PRO,0,363,3,0,0,0,3,ANTI,1,SR
5,125,SD,PRO,0,354,3,0,0,0,3,ANTI,1,SR
6,125,SD,PRO,0,921,3,0,0,0,3,ANTI,1,SR
7,125,SD,PRO,0,296,3,0,0,0,3,ANTI,1,SR
8,125,SD,PRO,0,437,3,0,0,0,3,ANTI,1,SR
9,125,SD,PRO,0,4110,3,0,0,0,3,ANTI,1,SR
10,125,SD,PRO,0,651,3,0,0,0,3,ANTI,1,SR
11,125,SD,PRO,0,319,3,0,0,0,3,ANTI,1,SR
12,125,SD,PRO,1,2746,1,0,0,0,3,ANTI,1,SR
13,125,SD,PRO,0,585,3,0,1,0,1,ANTI,1,SR
14,125,SD,PRO,0,561,3,0,0,0,3,ANTI,1,SR
15,125,SD,PRO,0,482,3,0,0,0,3,ANTI,1,SR
16,125,SD,PRO,0,262,3,0,0,0,3,ANTI,1,SR
1,125,SD,ANTI,0,2049,4,1,NaN,NaN,NaN,ANTI,1,SR
2,125,SD,ANTI,0,703,3,0,0,1,4,ANTI,1,SR
3,125,SD,ANTI,0,572,3,0,0,0,3,ANTI,1,SR
4,125,SD,ANTI,0,349,3,0,0,0,3,ANTI,1,SR
5,125,SD,ANTI,0,479,3,0,0,0,3,ANTI,1,SR
6,125,SD,ANTI,0,978,3,0,0,0,3,ANTI,1,SR
7,125,SD,ANTI,0,791,3,0,0,0,3,ANTI,1,SR
8,125,SD,ANTI,0,434,3,0,0,0,3,ANTI,1,SR
9,125,SD,ANTI,0,387,3,0,0,0,3,ANTI,1,SR
10,125,SD,ANTI,0,490,3,0,0,0,3,ANTI,1,SR
11,125,SD,ANTI,0,438,3,0,0,0,3,ANTI,1,SR
12,125,SD,ANTI,0,610,3,0,0,0,3,ANTI,1,SR
13,125,SD,ANTI,1,725,1,0,0,0,3,ANTI,1,SR
14,125,SD,ANTI,0,737,3,0,1,0,1,ANTI,1,SR
15,125,SD,ANTI,0,403,3,0,0,0,3,ANTI,1,SR
16,125,SD,ANTI,0,585,3,0,0,0,3,ANTI,1,SR
1,126,SR,PRO,0,1531,3,0,NaN,NaN,NaN,PRO,1,SR
2,126,SR,PRO,0,1066,3,0,0,0,3,PRO,1,SR
3,126,SR,PRO,0,656,3,0,0,0,3,PRO,1,SR
4,126,SR,PRO,0,830,3,0,0,0,3,PRO,1,SR
5,126,SR,PRO,0,718,3,0,0,0,3,PRO,1,SR
6,126,SR,PRO,0,687,3,0,0,0,3,PRO,1,SR
7,126,SR,PRO,0,617,3,0,0,0,3,PRO,1,SR
8,126,SR,PRO,0,614,3,0,0,0,3,PRO,1,SR
9,126,SR,PRO,0,629,3,0,0,0,3,PRO,1,SR
10,126,SR,PRO,0,753,3,0,0,0,3,PRO,1,SR
11,126,SR,PRO,0,1404,3,0,0,0,3,PRO,1,SR
12,126,SR,PRO,0,617,3,0,0,0,3,PRO,1,SR
13,126,SR,PRO,0,1020,3,0,0,0,3,PRO,1,SR
14,126,SR,PRO,0,1002,3,0,0,0,3,PRO,1,SR
15,126,SR,PRO,0,1181,3,0,0,0,3,PRO,1,SR
16,126,SR,PRO,0,1030,3,0,0,0,3,PRO,1,SR
1,126,SR,ANTI,0,1457,4,1,NaN,NaN,NaN,PRO,1,SR
2,126,SR,ANTI,0,2357,4,1,0,1,4,PRO,1,SR
3,126,SR,ANTI,1,851,1,0,0,1,4,PRO,1,SR
4,126,SR,ANTI,0,3349,3,0,1,0,1,PRO,1,SR
5,126,SR,ANTI,0,710,3,0,0,0,3,PRO,1,SR
6,126,SR,ANTI,0,1443,3,0,0,0,3,PRO,1,SR
7,126,SR,ANTI,0,867,3,0,0,0,3,PRO,1,SR
8,126,SR,ANTI,0,945,3,0,0,0,3,PRO,1,SR
9,126,SR,ANTI,0,699,3,0,0,0,3,PRO,1,SR
10,126,SR,ANTI,0,695,3,0,0,0,3,PRO,1,SR
11,126,SR,ANTI,0,733,3,0,0,0,3,PRO,1,SR
12,126,SR,ANTI,0,965,3,0,0,0,3,PRO,1,SR
13,126,SR,ANTI,0,1163,3,0,0,0,3,PRO,1,SR
14,126,SR,ANTI,0,669,3,0,0,0,3,PRO,1,SR
15,126,SR,ANTI,0,618,3,0,0,0,3,PRO,1,SR
16,126,SR,ANTI,0,557,3,0,0,0,3,PRO,1,SR
1,126,SD,PRO,0,922,3,0,NaN,NaN,NaN,ANTI,1,SR
2,126,SD,PRO,0,1726,3,0,0,0,3,ANTI,1,SR
3,126,SD,PRO,0,727,3,0,0,0,3,ANTI,1,SR
4,126,SD,PRO,0,3758,3,0,0,0,3,ANTI,1,SR
5,126,SD,PRO,0,3440,3,0,0,0,3,ANTI,1,SR
6,126,SD,PRO,0,393,3,0,0,0,3,ANTI,1,SR
7,126,SD,PRO,0,632,3,0,0,0,3,ANTI,1,SR
8,126,SD,PRO,0,1231,3,0,0,0,3,ANTI,1,SR
9,126,SD,PRO,0,783,3,0,0,0,3,ANTI,1,SR
10,126,SD,PRO,0,957,3,0,0,0,3,ANTI,1,SR
11,126,SD,PRO,0,1730,3,0,0,0,3,ANTI,1,SR
12,126,SD,PRO,1,1256,1,0,0,0,3,ANTI,1,SR
13,126,SD,PRO,0,552,3,0,1,0,1,ANTI,1,SR
14,126,SD,PRO,0,746,3,0,0,0,3,ANTI,1,SR
15,126,SD,PRO,0,664,3,0,0,0,3,ANTI,1,SR
16,126,SD,PRO,0,835,3,0,0,0,3,ANTI,1,SR
1,126,SD,ANTI,0,2035,4,1,NaN,NaN,NaN,ANTI,1,SR
2,126,SD,ANTI,0,1249,4,1,0,1,4,ANTI,1,SR
3,126,SD,ANTI,0,2831,3,0,0,1,4,ANTI,1,SR
4,126,SD,ANTI,0,995,3,0,0,0,3,ANTI,1,SR
5,126,SD,ANTI,0,919,3,0,0,0,3,ANTI,1,SR
6,126,SD,ANTI,0,691,3,0,0,0,3,ANTI,1,SR
7,126,SD,ANTI,1,619,1,0,0,0,3,ANTI,1,SR
8,126,SD,ANTI,0,941,4,1,1,0,1,ANTI,1,SR
9,126,SD,ANTI,0,603,3,0,0,1,4,ANTI,1,SR
10,126,SD,ANTI,0,805,3,0,0,0,3,ANTI,1,SR
11,126,SD,ANTI,0,603,3,0,0,0,3,ANTI,1,SR
12,126,SD,ANTI,0,735,3,0,0,0,3,ANTI,1,SR
13,126,SD,ANTI,0,616,3,0,0,0,3,ANTI,1,SR
14,126,SD,ANTI,0,5586,3,0,0,0,3,ANTI,1,SR
15,126,SD,ANTI,0,945,3,0,0,0,3,ANTI,1,SR
16,126,SD,ANTI,0,3290,3,0,0,0,3,ANTI,1,SR
1,128,SR,PRO,0,5818,3,0,NaN,NaN,NaN,PRO,1,SR
2,128,SR,PRO,1,1350,1,0,0,0,3,PRO,1,SR
3,128,SR,PRO,1,2383,1,0,1,0,1,PRO,1,SR
4,128,SR,PRO,0,504,4,1,1,0,1,PRO,1,SR
5,128,SR,PRO,1,383,1,0,0,1,4,PRO,1,SR
6,128,SR,PRO,0,663,3,0,1,0,1,PRO,1,SR
7,128,SR,PRO,1,472,1,0,0,0,3,PRO,1,SR
8,128,SR,PRO,0,632,3,0,1,0,1,PRO,1,SR
9,128,SR,PRO,1,362,1,0,0,0,3,PRO,1,SR
10,128,SR,PRO,1,401,2,1,1,0,1,PRO,1,SR
11,128,SR,PRO,1,387,1,0,1,1,2,PRO,1,SR
12,128,SR,PRO,1,419,1,0,1,0,1,PRO,1,SR
13,128,SR,PRO,1,425,2,1,1,0,1,PRO,1,SR
